date,game_id,weeks,region,stadium,home,home_win,away,away_win,weekend_is,avg_temp,min_temp,max_temp,rainfall,avg_windspeed,avg_relative_humid,nb_crowd
2017-08-03,495,Thursday,Seoul,Jamsil,LG,0.547,LOTTE,0.475,0,30.2,27.2,33.9,0.0,2.2,60.6,15429
2017-08-03,496,Thursday,Daegu,Daegu,SAMSUNG,0.406,DOOSAN,0.552,0,26.9,22.5,32.1,0.0,2.9,74.3,10118
2017-08-03,497,Thursday,Seoul,Gocheok,NEXEN,0.53,SK,0.51,0,30.2,27.2,33.9,0.0,2.2,60.6,9522
2017-08-04,498,Friday,Daejeon,Daejeon,HANHWA,0.404,KIA,0.657,0,29.9,24.5,34.4,0.0,1.8,76.5,10019
2017-08-04,499,Friday,Seoul,Jamsil,LG,0.552,DOOSAN,0.557,0,30.3,25.9,35.3,0.0,2.1,60.1,20144
2017-08-04,500,Friday,Suwon,Suwon,KT,0.316,SK,0.505,0,29.7,25.1,35.4,0.0,1.7,65.5,5195
2017-08-04,501,Friday,Busan,Masan,NC,0.606,SAMSUNG,0.402,0,29.8,25.9,34.0,0.0,2.7,68.5,7377
2017-08-04,502,Friday,Busan,Sajik,LOTTE,0.47,NEXEN,0.535,0,29.8,25.9,34.0,0.0,2.7,68.5,13615
2017-08-05,503,Saturday,Daejeon,Daejeon,HANHWA,0.41,KIA,0.65,1,31.8,27.1,35.9,0.0,1.6,73.8,11871
2017-08-05,504,Saturday,Seoul,Jamsil,LG,0.546,DOOSAN,0.561,1,31.4,27.6,34.8,0.0,1.9,63.0,22428
2017-08-05,505,Saturday,Suwon,Suwon,KT,0.313,SK,0.51,1,31.2,27.0,36.9,0.0,1.5,71.8,10210
2017-08-05,506,Saturday,Busan,Masan,NC,0.6,SAMSUNG,0.408,1,30.7,27.3,35.3,0.0,2.7,66.5,8125
2017-08-05,507,Saturday,Busan,Sajik,LOTTE,0.475,NEXEN,0.529,1,30.7,27.3,35.3,0.0,2.7,66.5,17364
2017-08-06,508,Sunday,Seoul,Jamsil,LG,0.541,DOOSAN,0.566,1,29.8,28.2,34.0,5.0,1.9,71.9,17714
2017-08-06,509,Sunday,Suwon,Suwon,KT,0.32,SK,0.505,1,28.9,25.5,33.4,2.7,1.5,83.1,7012
2017-08-06,510,Sunday,Busan,Masan,NC,0.594,SAMSUNG,0.413,1,31.7,27.6,36.2,0.0,2.8,59.1,5544
2017-08-06,511,Sunday,Busan,Sajik,LOTTE,0.48,NEXEN,0.524,1,31.7,27.6,36.2,0.0,2.8,59.1,10979
2017-08-08,512,Tuesday,Seoul,Jamsil,DOOSAN,0.57,HANHWA,0.406,0,28.2,25.5,31.0,0.0,1.9,67.1,13985
2017-08-08,513,Tuesday,Busan,Sajik,LOTTE,0.485,KT,0.327,0,29.8,26.3,34.2,0.0,3.1,64.5,10012
2017-08-08,514,Tuesday,Daegu,Daegu,SAMSUNG,0.41,LG,0.535,0,29.9,24.8,34.5,0.0,1.9,60.5,7539
2017-08-08,515,Tuesday,Incheon,Munhak,SK,0.5,NC,0.598,0,26.9,25.2,29.4,0.0,2.1,78.8,4997
2017-08-08,516,Tuesday,Gwangju,Gwangju,KIA,0.653,NEXEN,0.519,0,29.1,26.4,32.7,0.0,1.3,82.0,10671
2017-08-09,517,Wednesday,Seoul,Jamsil,DOOSAN,0.574,HANHWA,0.402,0,27.6,24.6,32.0,2.5,2.3,66.4,15137
2017-08-09,518,Wednesday,Busan,Sajik,LOTTE,0.49,KT,0.324,0,27.3,25.8,29.1,14.6,1.9,84.3,7714
2017-08-09,519,Wednesday,Daegu,Daegu,SAMSUNG,0.406,LG,0.54,0,27.0,24.5,29.7,6.0,2.2,83.6,6221
2017-08-09,520,Wednesday,Incheon,Munhak,SK,0.505,NC,0.592,0,27.5,25.2,30.9,0.3,2.1,72.0,4622
2017-08-09,521,Wednesday,Gwangju,Gwangju,KIA,0.647,NEXEN,0.524,0,27.8,25.5,32.0,2.8,1.5,91.4,11096
2017-08-10,522,Thursday,Busan,Masan,NC,0.596,LOTTE,0.495,0,28.3,25.9,33.1,0.0,2.0,77.8,7913
2017-08-10,523,Thursday,Seoul,Gocheok,NEXEN,0.519,DOOSAN,0.569,0,24.8,23.9,26.3,5.5,2.0,89.9,13205
2017-08-10,524,Thursday,Seoul,Jamsil,LG,0.535,SK,0.5,0,24.8,23.9,26.3,5.5,2.0,89.9,7755
2017-08-11,525,Friday,Suwon,Suwon,KT,0.32,KIA,0.65,0,26.0,23.5,32.0,6.9,1.4,88.9,16711
2017-08-11,526,Friday,Busan,Masan,NC,0.6,LOTTE,0.491,0,26.9,24.7,30.7,0.0,2.8,71.8,9551
2017-08-11,527,Friday,Seoul,Gocheok,NEXEN,0.514,DOOSAN,0.573,0,27.0,23.9,32.4,0.5,2.3,72.5,12096
2017-08-11,528,Friday,Seoul,Jamsil,LG,0.529,SK,0.505,0,27.0,23.9,32.4,0.5,2.3,72.5,9598
2017-08-11,529,Friday,Daejeon,Daejeon,HANHWA,0.408,SAMSUNG,0.411,0,27.1,24.1,32.5,0.0,0.8,83.4,6642
2017-08-12,530,Saturday,Seoul,Gocheok,NEXEN,0.519,HANHWA,0.413,1,27.8,23.2,32.6,0.0,2.1,60.3,15564
2017-08-12,531,Saturday,Incheon,Munhak,SK,0.5,KT,0.327,1,27.4,24.1,30.6,0.0,2.7,67.5,10343
2017-08-12,532,Saturday,Gwangju,Gwangju,KIA,0.644,LG,0.534,1,27.2,24.6,31.5,15.8,1.5,85.5,19446
2017-08-12,533,Saturday,Daegu,Daegu,SAMSUNG,0.407,LOTTE,0.495,1,24.9,21.3,30.2,0.0,2.4,76.9,17333
2017-08-12,534,Saturday,Seoul,Jamsil,DOOSAN,0.567,NC,0.594,1,27.8,23.2,32.6,0.0,2.1,60.3,17047
2017-08-13,535,Sunday,Seoul,Gocheok,NEXEN,0.514,HANHWA,0.419,1,26.3,24.2,28.4,0.0,2.8,62.1,12511
2017-08-13,536,Sunday,Incheon,Munhak,SK,0.505,KT,0.324,1,26.1,24.7,27.6,0.0,3.6,68.3,9215
2017-08-13,537,Sunday,Daegu,Daegu,SAMSUNG,0.413,LOTTE,0.491,1,23.6,20.5,26.7,0.0,2.3,81.4,13617
2017-08-13,538,Sunday,Seoul,Jamsil,DOOSAN,0.571,NC,0.589,1,26.3,24.2,28.4,0.0,2.8,62.1,15344
2017-08-15,539,Tuesday,Gwangju,Gwangju,KIA,0.648,NC,0.583,0,24.9,23.1,27.3,4.5,1.5,98.6,16545
2017-08-15,540,Tuesday,Busan,Sajik,LOTTE,0.495,DOOSAN,0.575,0,25.0,21.9,27.7,6.1,2.4,86.4,10803
2017-08-16,541,Wednesday,Seoul,Jamsil,LG,0.529,KT,0.33,0,23.3,20.5,26.8,2.0,3.7,80.5,7168
2017-08-16,542,Wednesday,Gwangju,Gwangju,KIA,0.651,NC,0.578,0,26.6,24.2,30.8,0.9,1.8,88.9,12359
2017-08-16,543,Wednesday,Busan,Sajik,LOTTE,0.5,DOOSAN,0.57,0,25.9,24.6,27.8,4.7,1.7,87.4,21105
2017-08-16,544,Wednesday,Daejeon,Daejeon,HANHWA,0.415,SK,0.5,0,25.0,22.7,29.1,4.2,1.4,92.4,3187
2017-08-16,545,Wednesday,Daegu,Daegu,SAMSUNG,0.409,NEXEN,0.518,0,25.2,22.8,30.4,10.0,2.2,87.3,6396
2017-08-17,546,Thursday,Busan,Masan,NC,0.573,HANHWA,0.421,0,25.9,23.7,28.7,0.0,2.2,80.1,6020
2017-08-17,547,Thursday,Seoul,Jamsil,DOOSAN,0.565,KIA,0.654,0,24.8,21.2,27.7,0.5,2.1,77.1,20103
2017-08-17,548,Thursday,Incheon,Munhak,SK,0.496,LG,0.533,0,24.3,22.3,28.2,1.9,1.9,85.6,6107
2017-08-17,549,Thursday,Seoul,Gocheok,NEXEN,0.523,LOTTE,0.505,0,24.8,21.2,27.7,0.5,2.1,77.1,11998
2017-08-17,550,Thursday,Suwon,Suwon,KT,0.327,SAMSUNG,0.405,0,25.2,22.1,29.8,0.2,2.0,87.4,4215
2017-08-18,551,Friday,Busan,Masan,NC,0.577,HANHWA,0.417,0,25.9,24.1,29.2,0.0,2.0,80.6,5905
2017-08-18,552,Friday,Seoul,Jamsil,DOOSAN,0.569,KIA,0.648,0,26.3,23.9,30.6,0.0,1.3,75.6,22357
2017-08-18,553,Friday,Incheon,Munhak,SK,0.5,LG,0.528,0,25.4,23.3,28.2,0.0,1.8,81.9,9015
2017-08-18,554,Friday,Seoul,Gocheok,NEXEN,0.518,LOTTE,0.509,0,26.3,23.9,30.6,0.0,1.3,75.6,11358
2017-08-18,555,Friday,Suwon,Suwon,KT,0.324,SAMSUNG,0.411,0,25.8,22.6,30.9,0.0,1.2,85.0,8895
2017-08-19,556,Saturday,Daejeon,Daejeon,HANHWA,0.422,LOTTE,0.513,1,25.1,23.0,30.4,10.2,1.4,92.4,11512
2017-08-19,557,Saturday,Seoul,Gocheok,NEXEN,0.513,NC,0.571,1,26.1,23.1,28.7,0.0,2.0,75.8,9760
2017-08-19,558,Saturday,Suwon,Suwon,KT,0.321,DOOSAN,0.573,1,25.5,22.3,28.9,13.7,1.7,88.4,16453
2017-08-19,559,Saturday,Gwangju,Gwangju,KIA,0.642,SK,0.504,1,26.9,23.3,29.6,0.0,1.4,86.9,19270
2017-08-19,560,Saturday,Seoul,Jamsil,LG,0.523,SAMSUNG,0.416,1,26.1,23.1,28.7,0.0,2.0,75.8,18337
2017-08-20,561,Sunday,Daejeon,Daejeon,HANHWA,0.427,LOTTE,0.509,1,25.9,23.3,29.7,2.7,3.1,89.1,5643
2017-08-20,562,Sunday,Seoul,Gocheok,NEXEN,0.518,NC,0.566,1,23.2,22.0,25.8,124.5,2.9,95.6,6235
2017-08-20,563,Sunday,Suwon,Suwon,KT,0.318,DOOSAN,0.577,1,23.8,22.1,27.0,130.8,3.0,97.5,7090
2017-08-22,564,Tuesday,Suwon,Suwon,KT,0.324,HANHWA,0.423,0,26.9,23.0,32.1,0.0,1.3,85.3,5623
2017-08-22,565,Tuesday,Gwangju,Gwangju,KIA,0.636,LOTTE,0.513,0,26.9,23.3,31.8,10.2,1.3,96.4,8714
2017-08-22,566,Tuesday,Seoul,Jamsil,LG,0.528,NC,0.57,0,27.3,23.4,31.5,0.0,1.9,70.6,8626
2017-08-22,567,Tuesday,Incheon,Munhak,SK,0.509,DOOSAN,0.571,0,26.2,23.2,29.7,0.0,1.9,78.4,8067
2017-08-22,568,Tuesday,Seoul,Gocheok,NEXEN,0.513,SAMSUNG,0.412,0,27.3,23.4,31.5,0.0,1.9,70.6,6144
2017-08-23,569,Wednesday,Suwon,Suwon,KT,0.321,HANHWA,0.429,0,27.1,23.7,31.4,34.8,2.1,93.9,4174
2017-08-23,570,Wednesday,Gwangju,Gwangju,KIA,0.631,LOTTE,0.517,0,29.3,25.2,33.6,0.0,2.5,86.4,9789
2017-08-23,571,Wednesday,Seoul,Jamsil,LG,0.523,NC,0.574,0,27.2,24.6,30.2,31.5,2.6,84.1,7105
2017-08-23,572,Wednesday,Incheon,Munhak,SK,0.504,DOOSAN,0.575,0,26.4,24.7,28.4,21.3,3.3,93.4,5712
2017-08-23,573,Wednesday,Seoul,Gocheok,NEXEN,0.517,SAMSUNG,0.409,0,27.2,24.6,30.2,31.5,2.6,84.1,8733
2017-08-24,574,Thursday,Busan,Masan,NC,0.569,KT,0.319,0,29.2,27.3,32.9,0.7,6.2,76.6,5761
2017-08-24,575,Thursday,Busan,Sajik,LOTTE,0.521,LG,0.527,0,29.2,27.3,32.9,0.7,6.2,76.6,13838
2017-08-24,576,Thursday,Daegu,Daegu,SAMSUNG,0.405,SK,0.5,0,31.0,26.2,35.5,1.0,3.4,66.4,6896
2017-08-24,577,Thursday,Seoul,Jamsil,DOOSAN,0.579,NEXEN,0.521,0,26.5,23.9,28.1,14.0,4.0,85.3,7139
2017-08-25,578,Friday,Daejeon,Daejeon,HANHWA,0.434,KIA,0.625,0,26.1,21.8,31.3,0.0,1.2,74.4,6471
2017-08-25,579,Friday,Busan,Masan,NC,0.573,KT,0.316,0,27.1,25.3,29.7,0.0,3.2,77.9,7305
2017-08-25,580,Friday,Busan,Sajik,LOTTE,0.525,LG,0.523,0,27.1,25.3,29.7,0.0,3.2,77.9,16704
2017-08-25,581,Friday,Daegu,Daegu,SAMSUNG,0.402,SK,0.504,0,28.6,24.1,33.7,1.0,1.9,61.0,7478
2017-08-25,582,Friday,Seoul,Jamsil,DOOSAN,0.583,NEXEN,0.517,0,25.3,22.2,30.6,0.0,1.7,61.9,10083
2017-08-26,583,Saturday,Incheon,Munhak,SK,0.508,HANHWA,0.439,1,24.1,20.2,27.8,0.0,3.0,54.0,23874
2017-08-26,584,Saturday,Busan,Masan,NC,0.576,KIA,0.619,1,26.0,23.3,30.1,0.0,2.2,46.0,11000
2017-08-26,585,Saturday,Daegu,Daegu,SAMSUNG,0.398,KT,0.313,1,25.5,20.0,31.4,0.0,2.3,50.0,16096
2017-08-26,586,Saturday,Seoul,Jamsil,DOOSAN,0.586,LG,0.518,1,24.2,19.0,29.2,0.0,2.0,54.5,25000
2017-08-26,587,Saturday,Busan,Sajik,LOTTE,0.529,NEXEN,0.513,1,26.0,23.3,30.1,0.0,2.2,46.0,26600
2017-08-27,588,Sunday,Incheon,Munhak,SK,0.512,HANHWA,0.435,1,22.7,20.5,25.5,0.0,1.7,63.9,15774
2017-08-27,589,Sunday,Busan,Masan,NC,0.571,KIA,0.623,1,25.2,21.8,29.4,0.0,2.0,57.8,7620
2017-08-27,590,Sunday,Daegu,Daegu,SAMSUNG,0.403,KT,0.31,1,23.7,16.9,31.0,0.0,1.8,61.1,7746
2017-08-27,591,Sunday,Seoul,Jamsil,DOOSAN,0.59,LG,0.513,1,22.7,19.0,26.7,0.0,1.4,62.0,19592
2017-08-27,592,Sunday,Busan,Sajik,LOTTE,0.533,NEXEN,0.508,1,25.2,21.8,29.4,0.0,2.0,57.8,21858
2017-08-29,593,Tuesday,Daegu,Daegu,SAMSUNG,0.4,KIA,0.617,0,26.1,21.4,30.9,0.1,2.4,53.4,7630
2017-08-29,594,Tuesday,Daejeon,Daejeon,HANHWA,0.431,LG,0.518,0,21.0,18.0,26.3,0.0,1.6,69.1,3670
2017-08-29,595,Tuesday,Seoul,Jamsil,DOOSAN,0.585,LOTTE,0.529,0,19.5,17.0,24.0,0.0,3.2,51.4,17150
2017-08-29,596,Tuesday,Suwon,Suwon,KT,0.316,NC,0.575,0,20.1,17.4,24.3,0.0,2.6,57.6,4335
2017-08-29,597,Tuesday,Seoul,Gocheok,NEXEN,0.512,SK,0.516,0,19.5,17.0,24.0,0.0,3.2,51.4,4294
2017-08-30,598,Wednesday,Daegu,Daegu,SAMSUNG,0.397,KIA,0.621,0,21.9,19.4,25.6,0.0,2.2,49.9,8603
2017-08-30,599,Wednesday,Daejeon,Daejeon,HANHWA,0.436,LG,0.513,0,18.1,16.0,20.6,0.5,0.9,71.0,3585
2017-08-30,600,Wednesday,Seoul,Jamsil,DOOSAN,0.588,LOTTE,0.525,0,19.8,16.1,23.9,0.0,1.5,55.8,17652
2017-08-30,601,Wednesday,Suwon,Suwon,KT,0.314,NC,0.579,0,19.2,16.0,23.6,0.0,1.2,61.6,4598
2017-08-30,602,Wednesday,Seoul,Gocheok,NEXEN,0.516,SK,0.512,0,19.8,16.1,23.9,0.0,1.5,55.8,4310
2017-08-31,603,Thursday,Daejeon,Daejeon,HANHWA,0.432,KT,0.319,0,21.5,16.0,27.3,0.0,1.1,75.5,3790
2017-08-31,604,Thursday,Busan,Sajik,LOTTE,0.528,NC,0.574,0,23.5,18.7,28.5,0.0,3.1,53.4,12058
2017-08-31,605,Thursday,Gwangju,Gwangju,KIA,0.624,DOOSAN,0.583,0,23.2,17.7,28.8,0.0,2.2,72.1,14068
2017-08-31,606,Thursday,Incheon,Munhak,SK,0.508,SAMSUNG,0.393,0,21.9,18.8,25.5,0.0,2.9,70.8,6457
2017-08-31,607,Thursday,Seoul,Jamsil,LG,0.517,NEXEN,0.52,0,22.2,16.6,27.6,0.0,1.6,62.4,8161
2017-09-01,608,Friday,Daejeon,Daejeon,HANHWA,0.437,KT,0.317,0,22.1,16.6,28.0,0.0,1.3,71.1,5282
2017-09-01,609,Friday,Busan,Sajik,LOTTE,0.532,NC,0.569,0,22.8,19.9,28.5,0.0,3.5,57.9,15119
2017-09-01,610,Friday,Gwangju,Gwangju,KIA,0.627,DOOSAN,0.579,0,24.1,19.1,29.7,0.0,1.6,63.9,16208
2017-09-01,611,Friday,Incheon,Munhak,SK,0.512,SAMSUNG,0.39,0,22.5,18.2,26.3,0.0,3.0,63.6,22526
2017-09-01,612,Friday,Seoul,Jamsil,LG,0.513,NEXEN,0.524,0,23.3,17.1,29.7,0.0,2.2,56.0,9705
2017-09-02,613,Saturday,Busan,Sajik,LOTTE,0.536,HANHWA,0.433,1,22.6,19.0,27.5,0.0,3.2,58.8,26600
2017-09-02,614,Saturday,Seoul,Gocheok,NEXEN,0.52,KIA,0.63,1,23.8,18.6,29.6,0.0,1.8,59.0,17000
2017-09-02,615,Saturday,Busan,Masan,NC,0.565,LG,0.517,1,22.6,19.0,27.5,0.0,3.2,58.8,9105
2017-09-02,616,Saturday,Suwon,Suwon,KT,0.322,SK,0.516,1,22.8,17.5,29.5,0.0,1.5,69.6,8312
2017-09-02,617,Saturday,Seoul,Jamsil,DOOSAN,0.574,SAMSUNG,0.387,1,23.8,18.6,29.6,0.0,1.8,59.0,21185
2017-09-03,618,Sunday,Busan,Sajik,LOTTE,0.54,HANHWA,0.43,1,23.2,19.4,27.8,0.0,3.1,62.5,20502
2017-09-03,619,Sunday,Seoul,Gocheok,NEXEN,0.516,KIA,0.633,1,23.7,19.0,29.2,0.0,1.6,64.0,17000
2017-09-03,620,Sunday,Busan,Masan,NC,0.568,LG,0.513,1,23.2,19.4,27.8,0.0,3.1,62.5,7518
2017-09-03,621,Sunday,Suwon,Suwon,KT,0.32,SK,0.52,1,23.1,17.6,29.1,0.0,1.4,71.4,6569
2017-09-03,622,Sunday,Seoul,Jamsil,DOOSAN,0.569,SAMSUNG,0.392,1,23.7,19.0,29.2,0.0,1.6,64.0,21654
2017-09-05,623,Tuesday,Seoul,Jamsil,LG,0.508,KIA,0.628,0,21.9,20.4,23.7,0.0,1.7,62.4,17754
2017-09-05,624,Tuesday,Incheon,Munhak,SK,0.516,LOTTE,0.543,0,22.5,21.4,23.7,0.0,2.1,65.8,8955
2017-09-05,625,Tuesday,Daegu,Daegu,SAMSUNG,0.389,NC,0.571,0,21.4,18.4,24.8,0.5,1.2,86.4,3529
2017-09-05,626,Tuesday,Daejeon,Daejeon,HANHWA,0.426,DOOSAN,0.573,0,21.2,19.2,23.3,0.8,1.0,86.8,3757
2017-09-05,627,Tuesday,Suwon,Suwon,KT,0.325,NEXEN,0.52,0,21.7,19.8,23.8,0.0,1.4,70.4,4103
2017-09-06,628,Wednesday,Seoul,Jamsil,LG,0.512,KIA,0.623,0,20.6,18.5,24.0,2.0,1.2,75.5,16971
2017-09-06,629,Wednesday,Daejeon,Daejeon,HANHWA,0.431,DOOSAN,0.568,0,20.9,18.4,23.1,1.4,0.7,92.5,4837
2017-09-06,630,Wednesday,Suwon,Suwon,KT,0.331,NEXEN,0.516,0,20.2,18.3,22.9,1.3,0.6,89.6,3958
2017-09-07,631,Thursday,Gwangju,Gwangju,KIA,0.618,HANHWA,0.427,0,22.2,18.4,27.3,0.2,1.3,87.6,12511
2017-09-07,632,Thursday,Seoul,Jamsil,DOOSAN,0.571,KT,0.336,0,22.4,17.8,27.5,0.0,1.4,73.3,8151
2017-09-07,633,Thursday,Seoul,Gocheok,NEXEN,0.512,LG,0.516,0,22.4,17.8,27.5,0.0,1.4,73.3,10307
2017-09-07,634,Thursday,Busan,Masan,NC,0.567,SK,0.519,0,21.1,18.7,24.5,11.8,2.2,85.8,5852
2017-09-07,635,Thursday,Busan,Sajik,LOTTE,0.539,SAMSUNG,0.394,0,21.1,18.7,24.5,11.8,2.2,85.8,16088
2017-09-08,636,Friday,Gwangju,Gwangju,KIA,0.613,HANHWA,0.432,0,23.0,18.0,29.0,0.0,0.9,78.8,15929
2017-09-08,637,Friday,Seoul,Jamsil,DOOSAN,0.567,KT,0.341,0,24.3,20.4,29.9,0.0,1.7,67.5,10353
2017-09-08,638,Friday,Seoul,Gocheok,NEXEN,0.508,LG,0.52,0,24.3,20.4,29.9,0.0,1.7,67.5,9902
2017-09-08,639,Friday,Busan,Masan,NC,0.57,SK,0.515,0,24.1,20.0,28.9,0.0,2.4,69.3,6317
2017-09-08,640,Friday,Busan,Sajik,LOTTE,0.535,SAMSUNG,0.398,0,24.1,20.0,28.9,0.0,2.4,69.3,21258
2017-09-09,641,Saturday,Suwon,Suwon,KT,0.339,LOTTE,0.538,1,23.2,18.5,29.4,0.0,1.2,83.8,21037
2017-09-09,642,Saturday,Daejeon,Daejeon,HANHWA,0.429,NC,0.574,1,22.4,17.7,27.8,0.0,0.8,84.0,9618
2017-09-09,643,Saturday,Seoul,Jamsil,LG,0.524,DOOSAN,0.57,1,23.8,19.2,28.2,0.0,1.4,70.1,24112
2017-09-09,644,Saturday,Gwangju,Gwangju,KIA,0.616,SAMSUNG,0.395,1,24.0,19.0,29.8,0.0,0.8,80.9,20500
2017-09-09,645,Saturday,Incheon,Munhak,SK,0.511,NEXEN,0.504,1,23.4,20.7,27.1,0.0,2.0,81.4,22803
2017-09-10,646,Sunday,Suwon,Suwon,KT,0.344,LOTTE,0.534,1,22.2,18.6,25.2,0.0,0.8,87.8,18406
2017-09-10,647,Sunday,Daejeon,Daejeon,HANHWA,0.433,NC,0.569,1,22.7,18.5,26.5,0.0,0.8,85.6,7096
2017-09-10,648,Sunday,Seoul,Jamsil,LG,0.528,DOOSAN,0.566,1,23.0,19.9,26.1,0.5,1.4,74.3,21683
2017-09-10,649,Sunday,Gwangju,Gwangju,KIA,0.619,SAMSUNG,0.392,1,24.6,19.7,29.5,0.1,1.4,76.5,19686
2017-09-10,650,Sunday,Incheon,Munhak,SK,0.515,NEXEN,0.5,1,22.9,21.0,24.9,0.0,1.4,80.6,18137
2017-09-12,651,Tuesday,Daegu,Daegu,SAMSUNG,0.397,HANHWA,0.43,0,24.4,19.5,30.0,0.0,1.9,62.9,7826
2017-09-12,652,Tuesday,Incheon,Munhak,SK,0.519,KIA,0.614,0,22.5,20.0,26.0,0.0,3.5,60.4,19349
2017-09-12,653,Tuesday,Seoul,Gocheok,NEXEN,0.496,KT,0.341,0,22.1,17.7,27.9,0.0,1.9,58.6,5628
2017-09-12,654,Tuesday,Seoul,Jamsil,LG,0.524,LOTTE,0.538,0,22.1,17.7,27.9,0.0,1.9,58.6,17685
2017-09-12,655,Tuesday,Busan,Masan,NC,0.573,DOOSAN,0.569,0,23.9,20.9,28.6,0.0,2.3,72.5,6961
2017-09-13,656,Wednesday,Daegu,Daegu,SAMSUNG,0.394,HANHWA,0.434,0,22.7,16.6,28.2,0.0,2.1,51.6,9174
2017-09-13,657,Wednesday,Incheon,Munhak,SK,0.515,KIA,0.617,0,21.3,18.0,24.9,0.0,3.1,53.1,19364
2017-09-13,658,Wednesday,Seoul,Gocheok,NEXEN,0.493,KT,0.346,0,21.4,15.9,27.5,0.0,1.9,49.3,7033
2017-09-13,659,Wednesday,Seoul,Jamsil,LG,0.52,LOTTE,0.541,0,21.4,15.9,27.5,0.0,1.9,49.3,19068
2017-09-13,660,Wednesday,Busan,Masan,NC,0.568,DOOSAN,0.573,0,23.2,19.6,27.8,0.0,3.3,51.9,7206
2017-09-14,661,Thursday,Busan,Sajik,LOTTE,0.537,KIA,0.612,0,22.9,19.3,27.3,0.0,3.3,62.9,17991
2017-09-14,662,Thursday,Suwon,Suwon,KT,0.344,LG,0.523,0,21.5,13.7,28.8,0.0,1.1,64.4,8015
2017-09-14,663,Thursday,Seoul,Jamsil,DOOSAN,0.576,SK,0.519,0,22.4,14.8,29.5,0.0,1.7,48.8,12965
2017-09-14,664,Thursday,Busan,Masan,NC,0.564,SAMSUNG,0.398,0,22.9,19.3,27.3,0.0,3.3,62.9,6423
2017-09-14,665,Thursday,Daejeon,Daejeon,HANHWA,0.431,NEXEN,0.496,0,20.9,13.9,27.5,0.0,1.4,71.5,5079
2017-09-15,666,Friday,Busan,Sajik,LOTTE,0.533,KIA,0.615,0,22.2,21.2,24.3,0.0,4.8,56.8,16325
2017-09-15,667,Friday,Suwon,Suwon,KT,0.348,LG,0.519,0,22.2,17.8,27.7,0.0,3.3,54.4,9214
2017-09-15,668,Friday,Seoul,Jamsil,DOOSAN,0.571,SK,0.522,0,22.6,17.8,27.9,0.0,3.6,48.4,14770
2017-09-15,669,Friday,Busan,Masan,NC,0.56,SAMSUNG,0.403,0,22.2,21.2,24.3,0.0,4.8,56.8,8248
2017-09-15,670,Friday,Daejeon,Daejeon,HANHWA,0.435,NEXEN,0.493,0,21.7,18.6,26.1,0.0,3.5,63.0,6091
2017-09-16,671,Saturday,Seoul,Jamsil,LG,0.515,HANHWA,0.439,1,22.0,16.7,27.6,0.0,3.6,50.9,19961
2017-09-16,672,Saturday,Gwangju,Gwangju,KIA,0.611,KT,0.353,1,21.4,16.8,26.8,0.0,3.6,70.6,17941
2017-09-16,673,Saturday,Daegu,Daegu,SAMSUNG,0.407,DOOSAN,0.567,1,21.6,18.9,24.8,0.0,2.9,64.0,17448
2017-09-16,674,Saturday,Busan,Sajik,LOTTE,0.537,SK,0.526,1,22.3,21.0,24.4,0.0,4.6,71.1,18652
2017-09-16,675,Saturday,Busan,Masan,NC,0.556,NEXEN,0.489,1,22.3,21.0,24.4,0.0,4.6,71.1,7362
2017-09-17,676,Sunday,Seoul,Jamsil,LG,0.511,HANHWA,0.444,1,23.1,19.0,29.2,0.0,2.7,51.3,16454
2017-09-17,677,Sunday,Gwangju,Gwangju,KIA,0.614,KT,0.351,1,23.7,18.8,29.5,0.0,2.2,73.9,15877
2017-09-17,678,Sunday,Daegu,Daegu,SAMSUNG,0.404,DOOSAN,0.57,1,21.8,18.6,25.6,1.0,1.3,76.8,14061
2017-09-17,679,Sunday,Busan,Sajik,LOTTE,0.54,SK,0.522,1,21.7,19.9,24.2,7.2,3.4,85.5,13024
2017-09-17,680,Sunday,Busan,Masan,NC,0.559,NEXEN,0.486,1,21.7,19.9,24.2,7.2,3.4,85.5,7286
2017-09-19,681,Tuesday,Seoul,Jamsil,LG,0.515,KT,0.348,0,22.6,20.1,25.8,8.0,3.0,79.1,5523
2017-09-19,682,Tuesday,Busan,Sajik,LOTTE,0.543,DOOSAN,0.574,0,23.3,19.2,26.7,0.0,4.3,70.4,14916
2017-09-19,683,Tuesday,Gwangju,Gwangju,KIA,0.617,SK,0.518,0,23.7,21.0,28.5,0.0,2.5,88.0,7405
2017-09-20,684,Wednesday,Seoul,Jamsil,LG,0.511,HANHWA,0.44,0,19.5,14.1,24.9,0.0,2.4,48.9,9719
2017-09-20,685,Wednesday,Busan,Masan,NC,0.555,DOOSAN,0.577,0,22.7,19.3,26.0,0.0,3.8,56.5,5256
2017-09-20,686,Wednesday,Gwangju,Gwangju,KIA,0.612,SK,0.521,0,21.2,16.3,24.8,0.0,1.4,70.4,7823
2017-09-21,687,Thursday,Daegu,Daegu,SAMSUNG,0.401,LG,0.507,0,19.7,11.5,27.1,0.0,1.3,65.3,8304
2017-09-21,688,Thursday,Suwon,Suwon,KT,0.353,NEXEN,0.489,0,18.7,12.6,26.5,0.0,1.1,72.3,3829
2017-09-22,689,Friday,Daegu,Daegu,SAMSUNG,0.406,LG,0.504,0,20.9,15.3,28.0,0.0,1.0,66.1,10073
