date,away,away_score,home_score,home
2018/4/4,롯데,6,7,한화
2018/4/4,삼성,1,4,NC
2018/4/4,KIA,9,6,SK
2018/4/4,LG,3,6,두산
2018/4/5,kt,3,4,넥센
2018/4/5,삼성,4,1,NC
2018/4/6,LG,14,6,롯데
2018/4/6,넥센,5,11,KIA
2018/4/7,LG,2,7,롯데
2018/4/7,삼성,3,4,SK
2018/4/7,NC,3,6,두산
2018/4/7,넥센,1,5,KIA
2018/4/7,한화,2,10,kt
2018/4/8,LG,4,2,롯데
2018/4/8,삼성,12,4,SK
2018/4/8,NC,10,11,두산
2018/4/8,넥센,3,4,KIA
2018/4/8,한화,12,8,kt
2018/4/10,KIA,3,4,한화
2018/4/10,두산,8,1,삼성
2018/4/10,kt,5,4,NC
2018/4/10,넥센,3,4,롯데
2018/4/10,SK,4,1,LG
2018/4/11,KIA,4,6,한화
2018/4/11,두산,7,6,삼성
2018/4/11,kt,12,4,NC
2018/4/11,넥센,0,12,롯데
2018/4/11,SK,0,3,LG
2018/4/12,KIA,4,15,한화
2018/4/12,두산,9,3,삼성
2018/4/12,kt,7,2,NC
2018/4/12,넥센,5,3,롯데
2018/4/12,SK,4,5,LG
2018/4/13,두산,12,0,넥센
2018/4/13,삼성,4,2,한화
2018/4/13,NC,2,4,SK
2018/4/13,kt,1,3,LG
2018/4/13,롯데,8,4,KIA
2018/4/14,두산,6,7,넥센
2018/4/14,삼성,2,14,한화
2018/4/14,NC,0,7,SK
2018/4/14,kt,0,8,LG
2018/4/15,두산,3,2,넥센
2018/4/15,삼성,4,7,한화
2018/4/15,NC,2,3,SK
2018/4/15,kt,8,11,LG
2018/4/17,NC,3,2,넥센
2018/4/17,삼성,11,6,롯데
2018/4/17,한화,5,2,두산
2018/4/17,LG,4,5,KIA
2018/4/17,SK,9,5,kt
2018/4/18,NC,1,0,넥센
2018/4/18,삼성,7,9,롯데
2018/4/18,한화,4,5,두산
2018/4/18,LG,3,4,KIA
2018/4/18,SK,8,3,kt
2018/4/19,NC,3,6,넥센
2018/4/19,삼성,6,0,롯데
2018/4/19,한화,2,5,두산
2018/4/19,LG,4,8,KIA
2018/4/19,SK,6,5,kt
2018/4/20,넥센,6,1,한화
2018/4/20,kt,5,4,삼성
2018/4/20,LG,9,4,NC
2018/4/20,SK,5,10,롯데
2018/4/20,KIA,4,6,두산
2018/4/21,넥센,4,3,한화
2018/4/21,kt,1,4,삼성
2018/4/21,LG,6,3,NC
2018/4/21,SK,3,4,롯데
2018/4/21,KIA,5,10,두산
2018/4/22,넥센,10,1,한화
2018/4/22,kt,6,4,삼성
2018/4/22,LG,5,4,NC
2018/4/22,SK,10,4,롯데
2018/4/22,KIA,14,4,두산
2018/4/24,NC,2,7,삼성
2018/4/24,두산,10,9,SK
2018/4/24,넥센,2,8,LG
2018/4/24,롯데,14,8,kt
2018/4/25,NC,9,2,삼성
2018/4/25,두산,6,7,SK
2018/4/25,넥센,1,2,LG
2018/4/25,한화,3,2,KIA
2018/4/25,롯데,5,4,kt
2018/4/26,NC,5,2,삼성
2018/4/26,두산,4,5,SK
2018/4/26,넥센,1,11,LG
2018/4/26,한화,3,1,KIA
2018/4/26,롯데,2,5,kt
2018/4/27,SK,8,3,넥센
2018/4/27,두산,6,2,NC
2018/4/27,한화,3,5,롯데
2018/4/27,삼성,2,9,LG
2018/4/27,KIA,8,3,kt
2018/4/28,SK,6,4,넥센
2018/4/28,두산,1,5,NC
2018/4/28,한화,4,2,롯데
2018/4/28,삼성,4,6,LG
2018/4/28,KIA,2,9,kt
2018/4/29,SK,5,8,넥센
2018/4/29,두산,7,1,NC
2018/4/29,한화,3,4,롯데
2018/4/29,삼성,8,7,LG
2018/4/29,KIA,3,5,kt
2018/5/1,LG,5,6,한화
2018/5/1,SK,12,3,삼성
2018/5/1,넥센,13,4,NC
2018/5/1,KIA,0,4,롯데
2018/5/1,kt,2,4,두산
2018/5/2,LG,3,4,한화
2018/5/2,SK,7,4,삼성
2018/5/2,넥센,8,13,NC
2018/5/2,KIA,12,6,롯데
2018/5/3,LG,3,7,한화
2018/5/3,SK,4,8,삼성
2018/5/3,넥센,13,9,NC
2018/5/3,KIA,4,5,롯데
2018/5/3,kt,3,2,두산
2018/5/4,한화,9,6,삼성
2018/5/4,롯데,4,5,SK
2018/5/4,두산,11,8,LG
2018/5/4,NC,6,5,KIA
2018/5/4,넥센,11,1,kt
2018/5/5,한화,3,8,삼성
2018/5/5,롯데,8,1,SK
2018/5/5,두산,3,0,LG
2018/5/5,NC,4,12,KIA
2018/5/5,넥센,10,1,kt
2018/5/6,두산,13,5,LG
2018/5/6,NC,3,11,KIA
2018/5/8,한화,10,9,넥센
2018/5/8,SK,0,9,NC
2018/5/8,롯데,4,2,LG
2018/5/8,두산,0,10,KIA
2018/5/8,삼성,9,4,kt
2018/5/9,한화,4,1,넥센
2018/5/9,SK,6,5,NC
2018/5/9,롯데,2,3,LG
2018/5/9,두산,13,7,KIA
2018/5/9,삼성,5,4,kt
2018/5/10,한화,3,1,넥센
2018/5/10,SK,6,2,NC
2018/5/10,롯데,7,2,LG
2018/5/10,두산,5,6,KIA
2018/5/10,삼성,4,5,kt
2018/5/11,NC,4,2,한화
2018/5/11,KIA,3,8,삼성
2018/5/11,kt,2,6,롯데
2018/5/11,LG,14,9,SK
2018/5/11,넥센,10,5,두산
2018/5/13,NC,0,4,한화
2018/5/13,KIA,8,7,삼성
2018/5/13,kt,1,3,롯데
2018/5/13,LG,0,10,SK
2018/5/13,넥센,2,1,두산
2018/5/15,KIA,2,1,넥센
2018/5/15,kt,3,0,한화
2018/5/15,롯데,5,3,NC
2018/5/15,SK,4,6,두산
2018/5/15,LG,2,4,삼성
2018/5/16,KIA,7,8,넥센
2018/5/16,kt,4,5,한화
2018/5/16,SK,3,5,두산
2018/5/16,LG,8,7,삼성
2018/5/17,KIA,2,8,넥센
2018/5/17,kt,3,5,한화
2018/5/17,롯데,7,0,NC
2018/5/17,LG,8,5,삼성
2018/5/18,삼성,5,0,넥센
2018/5/18,두산,7,1,롯데
2018/5/18,한화,4,3,LG
2018/5/18,SK,1,5,KIA
2018/5/18,NC,6,1,kt
2018/5/19,삼성,3,6,넥센
2018/5/19,두산,2,15,롯데
2018/5/19,한화,2,1,LG
2018/5/19,SK,1,2,KIA
2018/5/19,NC,2,3,kt
2018/5/20,삼성,4,3,넥센
2018/5/20,두산,7,6,롯데
2018/5/20,한화,2,6,LG
2018/5/20,SK,3,8,KIA
2018/5/20,NC,3,18,kt
2018/5/22,두산,7,8,한화
2018/5/22,롯데,4,10,삼성
2018/5/22,넥센,10,4,SK
2018/5/22,NC,1,6,LG
2018/5/22,kt,5,8,KIA
2018/5/23,두산,3,5,한화
2018/5/23,롯데,4,6,삼성
2018/5/23,넥센,2,13,SK
2018/5/23,NC,2,12,LG
2018/5/23,kt,9,8,KIA
2018/5/24,두산,7,1,한화
2018/5/24,롯데,2,9,삼성
2018/5/24,넥센,1,3,SK
2018/5/24,NC,0,4,LG
2018/5/24,kt,13,1,KIA
2018/5/25,롯데,2,13,넥센
2018/5/25,KIA,14,2,NC
2018/5/25,한화,1,5,SK
2018/5/25,삼성,6,1,두산
2018/5/25,LG,7,13,kt
2018/5/26,롯데,2,3,넥센
2018/5/26,KIA,0,5,NC
2018/5/26,한화,2,7,SK
2018/5/26,삼성,1,6,두산
2018/5/26,LG,5,0,kt
2018/5/27,롯데,6,4,넥센
2018/5/27,KIA,12,1,NC
2018/5/27,한화,7,5,SK
2018/5/27,삼성,2,8,두산
2018/5/27,LG,7,8,kt
2018/5/29,NC,2,7,한화
2018/5/29,kt,14,4,삼성
2018/5/29,LG,5,3,롯데
2018/5/29,넥센,12,8,KIA
2018/5/30,NC,4,10,한화
2018/5/30,kt,3,4,삼성
2018/5/30,LG,15,5,롯데
2018/5/30,SK,3,11,두산
2018/5/30,넥센,6,1,KIA
2018/5/31,NC,5,4,한화
2018/5/31,kt,0,6,삼성
2018/5/31,LG,11,10,롯데
2018/5/31,SK,4,6,두산
2018/5/31,넥센,0,5,KIA
2018/6/1,삼성,5,3,NC
2018/6/1,한화,13,6,롯데
2018/6/1,kt,1,8,SK
2018/6/1,넥센,1,3,LG
2018/6/1,두산,5,3,KIA
2018/6/2,삼성,6,4,NC
2018/6/2,한화,3,2,롯데
2018/6/2,kt,1,6,SK
2018/6/2,넥센,6,10,LG
2018/6/2,두산,10,0,KIA
2018/6/3,삼성,8,7,NC
2018/6/3,한화,0,6,롯데
2018/6/3,kt,6,3,SK
2018/6/3,넥센,0,8,LG
2018/6/3,두산,11,12,KIA
2018/6/5,두산,6,13,넥센
2018/6/5,롯데,12,6,NC
2018/6/5,삼성,2,6,SK
2018/6/5,한화,3,7,LG
2018/6/5,KIA,11,2,kt
2018/6/6,두산,7,3,넥센
2018/6/6,한화,5,1,LG
2018/6/6,KIA,5,2,kt
2018/6/6,롯데,10,5,NC
2018/6/6,삼성,2,7,SK
2018/6/7,두산,3,0,넥센
2018/6/7,롯데,4,5,NC
2018/6/7,삼성,6,2,SK
2018/6/7,한화,5,6,LG
2018/6/7,KIA,2,1,kt
2018/6/8,SK,5,7,한화
2018/6/8,LG,9,5,삼성
2018/6/8,KIA,6,9,롯데
2018/6/8,NC,1,6,두산
2018/6/8,넥센,11,5,kt
2018/6/9,SK,4,2,한화
2018/6/9,LG,6,0,삼성
2018/6/9,KIA,7,5,롯데
2018/6/9,NC,0,3,두산
2018/6/9,넥센,2,5,kt
2018/6/10,SK,3,4,한화
2018/6/10,LG,3,12,삼성
2018/6/10,NC,3,6,두산
2018/6/10,넥센,6,1,kt
2018/6/12,한화,6,2,넥센
2018/6/12,LG,4,8,NC
2018/6/12,삼성,4,2,롯데
2018/6/12,kt,2,3,두산
2018/6/12,SK,0,4,KIA
2018/6/13,한화,2,4,넥센
2018/6/13,LG,3,6,NC
2018/6/13,삼성,9,10,롯데
2018/6/13,kt,4,6,두산
2018/6/13,SK,5,4,KIA
2018/6/14,한화,9,8,넥센
2018/6/14,LG,7,11,NC
2018/6/14,삼성,11,9,롯데
2018/6/14,kt,8,9,두산
2018/6/14,SK,9,2,KIA
2018/6/15,삼성,2,9,넥센
2018/6/15,두산,13,4,한화
2018/6/15,kt,4,5,NC
2018/6/15,롯데,14,6,SK
2018/6/15,KIA,3,4,LG
2018/6/16,삼성,1,9,넥센
2018/6/16,두산,8,3,한화
2018/6/16,kt,1,5,NC
2018/6/16,롯데,9,3,SK
2018/6/16,KIA,3,4,LG
2018/6/17,삼성,8,12,넥센
2018/6/17,두산,6,11,한화
2018/6/17,kt,5,4,NC
2018/6/17,롯데,13,7,SK
2018/6/17,KIA,6,9,LG
2018/6/19,SK,6,6,삼성
2018/6/19,넥센,6,5,두산
2018/6/19,LG,4,0,한화
2018/6/19,롯데,9,7,kt
2018/6/20,SK,4,6,삼성
2018/6/20,넥센,8,5,두산
2018/6/20,NC,5,6,KIA
2018/6/20,LG,7,11,한화
2018/6/20,롯데,11,4,kt
2018/6/21,SK,5,1,삼성
2018/6/21,넥센,3,9,두산
2018/6/21,NC,7,4,KIA
2018/6/21,LG,6,9,한화
2018/6/21,롯데,5,5,kt
2018/6/22,KIA,8,5,넥센
2018/6/22,두산,14,16,삼성
2018/6/22,한화,5,0,NC
2018/6/22,롯데,1,2,LG
2018/6/22,SK,13,9,kt
2018/6/23,KIA,4,9,넥센
2018/6/23,두산,11,4,삼성
2018/6/23,한화,8,1,NC
2018/6/23,롯데,8,18,LG
2018/6/23,SK,7,4,kt
2018/6/24,KIA,14,10,넥센
2018/6/24,두산,12,7,삼성
2018/6/24,한화,5,3,NC
2018/6/24,롯데,2,2,LG
2018/6/24,SK,0,4,kt
2018/6/26,삼성,13,2,한화
2018/6/26,두산,4,5,NC
2018/6/26,넥센,9,3,롯데
2018/6/27,삼성,0,4,한화
2018/6/27,두산,6,3,NC
2018/6/27,넥센,8,9,롯데
2018/6/27,KIA,2,3,SK
2018/6/27,kt,2,7,LG
2018/6/28,삼성,3,8,한화
2018/6/28,두산,9,0,NC
2018/6/28,넥센,6,8,롯데
2018/6/29,롯데,2,5,한화
2018/6/29,넥센,8,7,삼성
2018/6/29,LG,1,10,SK
2018/6/29,KIA,7,4,두산
2018/6/29,NC,3,7,kt
2018/6/30,롯데,5,6,한화
2018/6/30,LG,3,6,SK
2018/6/30,KIA,2,12,두산
2018/6/30,NC,0,1,kt
2018/7/1,넥센,3,1,삼성
2018/7/3,SK,9,3,넥센
2018/7/3,NC,13,6,LG
2018/7/3,한화,2,9,KIA
2018/7/4,SK,6,7,넥센
2018/7/4,두산,7,4,롯데
2018/7/4,NC,3,13,LG
2018/7/4,한화,4,6,KIA
2018/7/4,삼성,5,6,kt
2018/7/5,SK,2,3,넥센
2018/7/5,두산,9,2,롯데
2018/7/5,NC,5,3,LG
2018/7/5,한화,8,2,KIA
2018/7/5,삼성,2,2,kt
2018/7/6,NC,2,6,넥센
2018/7/6,kt,9,11,롯데
2018/7/6,한화,0,6,SK
2018/7/6,삼성,6,13,두산
2018/7/6,LG,4,13,KIA
2018/7/7,NC,4,6,넥센
2018/7/7,kt,9,1,롯데
2018/7/7,한화,4,5,SK
2018/7/7,삼성,3,8,두산
2018/7/7,LG,13,10,KIA
2018/7/8,NC,2,1,넥센
2018/7/8,kt,5,10,롯데
2018/7/8,한화,5,2,SK
2018/7/8,삼성,11,1,두산
2018/7/8,LG,8,1,KIA
2018/7/10,넥센,1,4,한화
2018/7/10,KIA,6,8,NC
2018/7/10,SK,10,3,LG
2018/7/10,두산,1,9,kt
2018/7/10,롯데,3,6,삼성
2018/7/11,넥센,22,8,한화
2018/7/11,KIA,1,5,NC
2018/7/11,SK,1,3,LG
2018/7/11,두산,6,0,kt
2018/7/11,롯데,2,4,삼성
2018/7/12,넥센,1,4,한화
2018/7/12,KIA,3,4,NC
2018/7/12,SK,7,4,LG
2018/7/12,두산,4,11,kt
2018/7/12,롯데,4,8,삼성
2018/7/14,서군,10,6,드림
2018/7/17,LG,9,3,넥센
2018/7/17,NC,4,10,SK
2018/7/17,롯데,12,6,두산
2018/7/17,삼성,3,6,KIA
2018/7/17,한화,8,1,kt
2018/7/18,LG,8,7,넥센
2018/7/18,NC,4,3,SK
2018/7/18,롯데,4,5,두산
2018/7/18,삼성,7,1,KIA
2018/7/18,한화,2,4,kt
2018/7/19,LG,8,3,넥센
2018/7/19,NC,0,3,SK
2018/7/19,롯데,1,7,두산
2018/7/19,삼성,6,2,KIA
2018/7/19,한화,7,8,kt
2018/7/20,한화,1,0,삼성
2018/7/20,넥센,8,10,NC
2018/7/20,SK,6,2,롯데
2018/7/20,두산,5,4,LG
2018/7/20,kt,4,6,KIA
2018/7/21,한화,3,4,삼성
2018/7/21,넥센,6,3,NC
2018/7/21,SK,4,3,롯데
2018/7/21,두산,17,10,LG
2018/7/21,kt,2,8,KIA
2018/7/22,한화,4,5,삼성
2018/7/22,넥센,6,3,NC
2018/7/22,SK,4,12,롯데
2018/7/22,두산,6,1,LG
2018/7/22,kt,6,5,KIA
2018/7/24,kt,9,6,넥센
2018/7/24,KIA,0,5,한화
2018/7/24,NC,3,2,롯데
2018/7/24,두산,1,3,SK
2018/7/24,삼성,11,1,LG
2018/7/25,kt,3,7,넥센
2018/7/25,KIA,11,3,한화
2018/7/25,NC,9,6,롯데
2018/7/25,두산,5,11,SK
2018/7/25,삼성,1,0,LG
2018/7/26,kt,7,4,넥센
2018/7/26,KIA,3,6,한화
2018/7/26,NC,1,13,롯데
2018/7/26,두산,3,8,SK
2018/7/26,삼성,5,7,LG
2018/7/27,롯데,9,2,넥센
2018/7/27,KIA,10,11,삼성
2018/7/27,SK,0,1,NC
2018/7/27,한화,16,7,두산
2018/7/27,LG,7,9,kt
2018/7/28,롯데,11,7,넥센
2018/7/28,KIA,2,3,삼성
2018/7/28,SK,7,3,NC
2018/7/28,한화,6,13,두산
2018/7/28,LG,10,11,kt
2018/7/29,롯데,4,3,넥센
2018/7/29,KIA,1,13,삼성
2018/7/29,SK,3,4,NC
2018/7/29,한화,1,3,두산
2018/7/29,LG,7,4,kt
2018/7/31,kt,5,4,한화
2018/7/31,NC,4,4,삼성
2018/7/31,넥센,3,1,SK
2018/7/31,LG,2,6,두산
2018/7/31,롯데,1,4,KIA
2018/8/1,kt,3,4,한화
2018/8/1,NC,9,5,삼성
2018/8/1,넥센,8,14,SK
2018/8/1,LG,8,14,두산
2018/8/1,롯데,1,8,KIA
2018/8/2,kt,3,5,한화
2018/8/2,NC,2,3,삼성
2018/8/2,넥센,4,3,SK
2018/8/2,LG,5,6,두산
2018/8/2,롯데,9,6,KIA
2018/8/4,NC,7,5,한화
2018/8/4,삼성,4,5,롯데
2018/8/4,SK,9,2,LG
2018/8/4,두산,5,13,KIA
2018/8/4,넥센,3,1,kt
2018/8/5,NC,10,8,한화
2018/8/5,삼성,8,2,롯데
2018/8/5,SK,12,3,LG
2018/8/5,두산,3,6,KIA
2018/8/5,넥센,20,2,kt
2018/8/7,KIA,1,9,넥센
2018/8/7,kt,12,10,NC
2018/8/7,LG,3,4,롯데
2018/8/7,삼성,10,8,SK
2018/8/7,한화,4,6,두산
2018/8/8,KIA,6,7,넥센
2018/8/8,kt,3,7,NC
2018/8/8,LG,1,2,롯데
2018/8/8,삼성,0,12,SK
2018/8/8,한화,8,2,두산
2018/8/9,SK,3,6,NC
2018/8/9,삼성,9,6,LG
2018/8/9,롯데,11,4,KIA
2018/8/9,넥센,16,5,한화
2018/8/9,두산,4,2,kt
2018/8/10,SK,12,8,NC
2018/8/10,삼성,10,12,LG
2018/8/10,넥센,9,4,한화
2018/8/10,두산,1,7,kt
2018/8/11,LG,8,13,넥센
2018/8/11,kt,3,5,한화
2018/8/11,NC,7,1,삼성
2018/8/11,KIA,18,4,SK
2018/8/11,롯데,2,5,두산
2018/8/12,LG,3,11,넥센
2018/8/12,kt,4,5,한화
2018/8/12,NC,2,9,삼성
2018/8/12,KIA,21,8,SK
2018/8/12,롯데,12,11,두산
2018/8/14,넥센,11,10,삼성
2018/8/14,한화,4,9,롯데
2018/8/14,SK,3,6,두산
2018/8/14,LG,8,14,KIA
2018/8/14,NC,0,10,kt
2018/8/15,넥센,3,2,삼성
2018/8/15,SK,12,2,두산
2018/8/15,LG,13,4,KIA
2018/8/15,NC,13,9,kt
2018/8/16,한화,2,5,삼성
2018/8/16,KIA,6,8,롯데
2018/8/16,LG,14,3,SK
2018/8/16,넥센,2,8,두산
2018/8/16,NC,3,5,KT
2018/9/4,롯데,4,6,한화
2018/9/4,삼성,5,3,NC
2018/9/4,넥센,7,3,SK
2018/9/4,KIA,10,5,두산
2018/9/4,LG,3,4,kt
2018/9/5,롯데,5,11,한화
2018/9/5,삼성,5,3,NC
2018/9/5,넥센,11,12,SK
2018/9/5,KIA,1,14,두산
2018/9/5,LG,4,3,kt
2018/9/6,두산,6,2,삼성
2018/9/6,SK,0,10,롯데
2018/9/6,NC,3,6,LG
2018/9/6,넥센,2,7,KIA
2018/9/6,한화,9,2,kt
2018/9/7,두산,7,2,삼성
2018/9/7,SK,3,0,롯데
2018/9/7,NC,11,1,LG
2018/9/7,넥센,5,7,KIA
2018/9/7,한화,4,12,kt
2018/9/8,kt,12,6,넥센
2018/9/8,롯데,1,7,NC
2018/9/8,두산,3,0,SK
2018/9/8,한화,1,5,LG
2018/9/8,삼성,4,12,KIA
2018/9/9,kt,4,6,넥센
2018/9/9,롯데,3,11,NC
2018/9/9,두산,2,14,SK
2018/9/9,한화,5,8,LG
2018/9/9,삼성,6,5,KIA
2018/9/11,한화,8,7,삼성
2018/9/11,KIA,7,10,NC
2018/9/11,두산,17,4,롯데
2018/9/11,kt,3,4,SK
2018/9/11,넥센,3,1,LG
2018/9/12,한화,7,3,삼성
2018/9/12,KIA,4,5,NC
2018/9/12,두산,13,9,롯데
2018/9/12,kt,3,8,SK
2018/9/12,넥센,4,5,LG
2018/9/13,LG,6,5,삼성
2018/9/13,kt,3,10,두산
2018/9/13,SK,2,1,한화
2018/9/14,LG,1,6,삼성
2018/9/14,넥센,3,7,NC
2018/9/14,KIA,9,5,롯데
2018/9/14,kt,2,7,두산
2018/9/14,SK,7,5,한화
2018/9/15,LG,12,4,한화
2018/9/15,넥센,6,5,롯데
2018/9/15,NC,13,7,두산
2018/9/15,SK,2,4,KIA
2018/9/15,삼성,7,5,kt
2018/9/16,LG,1,5,한화
2018/9/16,넥센,2,0,롯데
2018/9/16,NC,1,5,두산
2018/9/16,SK,6,7,KIA
2018/9/16,삼성,2,4,kt
2018/9/18,두산,7,10,넥센
2018/9/18,KIA,18,3,삼성
2018/9/18,한화,3,10,NC
2018/9/18,롯데,4,1,LG
2018/9/18,SK,5,9,kt
2018/9/19,두산,4,5,넥센
2018/9/19,KIA,8,9,삼성
2018/9/19,한화,7,4,NC
2018/9/19,롯데,15,11,LG
2018/9/19,SK,18,8,kt
2018/9/20,삼성,2,3,넥센
2018/9/20,kt,10,11,롯데
2018/9/20,한화,8,2,SK
2018/9/20,두산,9,3,LG
2018/9/20,NC,6,7,KIA
2018/9/21,삼성,10,3,넥센
2018/9/21,한화,4,5,SK
2018/9/21,두산,10,3,LG
2018/9/21,NC,4,6,KIA
2018/9/22,SK,2,8,넥센
2018/9/22,KIA,11,5,한화
2018/9/22,롯데,5,2,삼성
2018/9/22,두산,13,10,NC
2018/9/22,kt,6,1,LG
2018/9/23,SK,0,4,넥센
2018/9/23,KIA,6,8,한화
2018/9/23,롯데,2,5,삼성
2018/9/23,두산,3,4,NC
2018/9/23,kt,4,5,LG
2018/9/25,삼성,8,1,한화
2018/9/25,NC,7,8,롯데
2018/9/25,넥센,2,13,두산
2018/9/25,KIA,9,7,kt
2018/9/25,LG,7,16,SK
2018/9/26,삼성,4,8,한화
2018/9/26,NC,7,10,롯데
2018/9/26,LG,2,5,SK
2018/9/26,넥센,8,9,두산
2018/9/26,KIA,2,9,kt
2018/9/27,롯데,8,6,넥센
2018/9/27,두산,6,9,한화
2018/9/27,kt,6,7,삼성
2018/9/27,NC,4,11,SK
2018/9/27,KIA,1,9,LG
2018/9/28,롯데,8,9,넥센
2018/9/28,두산,4,5,한화
2018/9/28,kt,5,5,삼성
2018/9/28,NC,2,6,SK
2018/9/28,KIA,6,2,LG
2018/9/29,NC,5,6,넥센
2018/9/29,SK,3,9,삼성
2018/9/29,LG,8,9,두산
2018/9/29,한화,3,4,KIA
2018/9/29,롯데,8,3,kt
2018/9/30,NC,2,8,넥센
2018/9/30,SK,8,4,삼성
2018/9/30,LG,1,7,두산
2018/9/30,한화,4,6,KIA
2018/9/30,롯데,8,7,kt
2018/10/2,롯데,8,6,SK
2018/10/2,kt,6,10,LG
2018/10/2,NC,6,5,KIA
2018/10/3,롯데,6,7,한화
2018/10/3,KIA,5,20,삼성
2018/10/3,kt,4,3,LG
2018/10/4,롯데,7,2,한화
2018/10/4,KIA,7,3,SK
2018/10/6,KIA,8,4,SK
2018/10/6,넥센,5,6,NC
2018/10/6,한화,5,8,롯데
2018/10/6,KIA,5,7,SK
2018/10/6,LG,3,1,두산
2018/10/6,삼성,1,6,kt
2018/10/7,롯데,8,2,NC
2018/10/7,KIA,4,7,두산
2018/10/9,KIA,10,11,롯데
2018/10/9,삼성,8,4,SK
2018/10/9,한화,10,6,kt
2018/10/10,kt,10,1,롯데
2018/10/10,kt,7,0,롯데
2018/10/10,SK,12,5,두산
2018/10/10,한화,1,6,KIA
2018/10/11,SK,3,8,두산
2018/10/11,롯데,4,0,KIA
2018/10/12,NC,2,13,두산
2018/10/12,롯데,4,6,KIA
2018/10/12,넥센,10,5,kt
2018/10/13,NC,8,10,한화
2018/10/13,넥센,5,12,삼성
2018/10/13,LG,3,2,SK
2018/10/13,kt,4,3,두산
2018/10/13,롯데,5,1,KIA
2018/10/14,두산,5,1,롯데
2018/10/16,KIA,6,10,넥센
2018/10/19,넥센,3,2,한화
2018/10/20,넥센,7,5,한화
2018/10/22,한화,4,3,넥센
2018/10/23,한화,2,5,넥센
2018/10/27,넥센,8,10,SK
2018/10/28,넥센,1,5,SK
2018/10/30,SK,2,3,넥센
2018/10/31,SK,2,4,넥센
2019/3/23,키움,7,4,롯데
2019/3/23,KT,4,7,SK
2019/3/23,한화,4,5,두산
2019/3/23,삼성,0,7,NC
2019/3/23,LG,2,0,KIA
2019/3/24,키움,2,6,롯데
2019/3/24,KT,3,6,SK
2019/3/24,한화,11,1,두산
2019/3/24,삼성,4,3,NC
2019/3/24,LG,9,3,KIA
2019/3/26,삼성,2,7,롯데
2019/3/26,LG,6,3,SK
2019/3/26,키움,2,7,두산
2019/3/26,KT,8,9,NC
2019/3/26,한화,13,7,KIA
2019/3/27,삼성,23,4,롯데
2019/3/27,LG,1,2,SK
2019/3/27,키움,2,3,두산
2019/3/27,KT,1,4,NC
2019/3/27,한화,4,9,KIA
2019/3/28,삼성,12,7,롯데
2019/3/28,LG,1,3,SK
2019/3/28,키움,5,4,두산
2019/3/28,KT,2,6,NC
2019/3/28,한화,4,6,KIA
2019/3/29,SK,5,2,키움
2019/3/29,NC,0,9,한화
2019/3/29,두산,3,2,삼성
2019/3/29,롯데,1,2,LG
2019/3/29,KIA,3,6,KT
2019/3/30,SK,1,3,키움
2019/3/30,NC,5,13,한화
2019/3/30,두산,4,2,삼성
2019/3/30,롯데,7,1,LG
2019/3/30,KIA,2,6,KT
2019/3/31,SK,8,7,키움
2019/3/31,NC,6,3,한화
2019/3/31,두산,9,4,삼성
2019/3/31,롯데,5,6,LG
2019/3/31,KIA,4,2,KT
2019/4/2,LG,2,6,한화
2019/4/2,KIA,4,1,삼성
2019/4/2,롯데,5,0,SK
2019/4/2,KT,0,9,두산
2019/4/2,키움,8,6,NC
2019/4/3,LG,7,0,한화
2019/4/3,KIA,3,6,삼성
2019/4/3,롯데,3,1,SK
2019/4/3,KT,1,5,두산
2019/4/3,키움,1,9,NC
2019/4/4,LG,1,2,한화
2019/4/4,KIA,7,12,삼성
2019/4/4,롯데,6,7,SK
2019/4/4,KT,4,5,두산
2019/4/4,키움,6,5,NC
2019/4/5,한화,2,5,롯데
2019/4/5,삼성,0,3,SK
2019/4/5,NC,7,3,두산
2019/4/5,키움,4,6,KIA
2019/4/5,LG,13,0,KT
2019/4/6,한화,7,9,롯데
2019/4/6,삼성,1,2,SK
2019/4/6,NC,6,5,두산
2019/4/6,키움,14,4,KIA
2019/4/6,LG,1,2,KT
2019/4/7,한화,16,1,롯데
2019/4/7,삼성,2,3,SK
2019/4/7,NC,5,3,두산
2019/4/7,LG,3,4,KT
2019/4/9,KT,3,7,키움
2019/4/10,KT,2,4,키움
2019/4/10,SK,8,3,한화
2019/4/10,두산,3,1,롯데
2019/4/10,삼성,6,5,LG
2019/4/10,NC,1,2,KIA
2019/4/11,KT,8,1,키움
2019/4/11,SK,1,0,한화
2019/4/11,두산,5,1,롯데
2019/4/11,삼성,2,5,LG
2019/4/11,NC,4,2,KIA
2019/4/12,한화,3,5,키움
2019/4/12,KT,0,5,삼성
2019/4/12,KIA,4,4,SK
2019/4/12,두산,0,3,LG
2019/4/12,롯데,1,2,NC
2019/4/13,한화,3,5,키움
2019/4/13,KT,5,3,삼성
2019/4/13,KIA,6,4,SK
2019/4/13,두산,2,5,LG
2019/4/13,롯데,5,7,NC
2019/4/14,한화,3,2,키움
2019/4/14,KT,12,14,삼성
2019/4/14,KIA,4,2,SK
2019/4/14,두산,8,0,LG
2019/4/14,롯데,1,8,NC
2019/4/16,KIA,9,10,롯데
2019/4/16,SK,3,8,두산
2019/4/16,LG,7,2,NC
2019/4/16,한화,2,4,KT
2019/4/16,키움,4,0,삼성
2019/4/17,KIA,6,8,롯데
2019/4/17,SK,3,12,두산
